chap_num,para_num,sent_num,token_num,pos_tuple,pos,token_str,term_str
1,0,6,1,"('it', 'PRP')",PRP,it,it
1,0,6,2,"('seemed', 'VBD')",VBD,seemed,seemed
1,0,6,3,"('to', 'TO')",TO,to,to
1,0,6,4,"('fit', 'VB')",VB,fit,fit
1,0,6,5,"('Cohn', 'NNP')",NNP,Cohn,cohn
1,0,6,6,"('.', '.')",.,.,.
1,0,7,0,"('He', 'PRP')",PRP,He,he
1,0,7,1,"('was', 'VBD')",VBD,was,was
1,0,7,2,"('really', 'RB')",RB,really,really
1,0,7,3,"('very', 'RB')",RB,very,very
1,0,7,4,"('fast', 'RB')",RB,fast,fast
1,0,7,5,"('.', '.')",.,.,.
1,0,8,0,"('He', 'PRP')",PRP,He,he
1,0,8,1,"('was', 'VBD')",VBD,was,was
1,0,8,2,"('so', 'RB')",RB,so,so
1,0,8,3,"('good', 'JJ')",JJ,good,good
1,0,8,4,"('that', 'IN')",IN,that,that
1,0,8,5,"('Spider', 'NNP')",NNP,Spider,spider
1,0,8,6,"('promptly', 'RB')",RB,promptly,promptly
1,0,8,7,"('overmatched', 'VBD')",VBD,overmatched,overmatched
1,0,8,8,"('him', 'PRP')",PRP,him,him
1,0,8,9,"('and', 'CC')",CC,and,and
1,0,8,10,"('got', 'VBD')",VBD,got,got
1,0,8,11,"('his', 'PRP$')",PRP$,his,his
1,0,8,12,"('nose', 'JJ')",JJ,nose,nose
1,0,8,13,"('permanently', 'RB')",RB,permanently,permanently
1,0,8,14,"('flattened', 'VBN')",VBN,flattened,flattened
1,0,8,15,"('.', '.')",.,.,.
1,0,9,0,"('This', 'DT')",DT,This,this
1,0,9,1,"('increased', 'VBD')",VBD,increased,increased
1,0,9,2,"('Cohn', 'NNP')",NNP,Cohn,cohn
1,0,9,3,"('’', 'NNP')",NNP,’,’
1,0,9,4,"('s', 'VBD')",VBD,s,s
1,0,9,5,"('distaste', 'NN')",NN,distaste,distaste
1,0,9,6,"('for', 'IN')",IN,for,for
1,0,9,7,"('boxing', 'NN')",NN,boxing,boxing
1,0,9,8,"(',', ',')",",",",",","
1,0,9,9,"('but', 'CC')",CC,but,but
1,0,9,10,"('it', 'PRP')",PRP,it,it
1,0,9,11,"('gave', 'VBD')",VBD,gave,gave
1,0,9,12,"('him', 'PRP')",PRP,him,him
1,0,9,13,"('a', 'DT')",DT,a,a
1,0,9,14,"('certain', 'JJ')",JJ,certain,certain
1,0,9,15,"('satisfaction', 'NN')",NN,satisfaction,satisfaction
1,0,9,16,"('of', 'IN')",IN,of,of
1,0,9,17,"('some', 'DT')",DT,some,some
1,0,9,18,"('strange', 'JJ')",JJ,strange,strange
1,0,9,19,"('sort', 'NN')",NN,sort,sort
1,0,9,20,"(',', ',')",",",",",","
1,0,9,21,"('and', 'CC')",CC,and,and
1,0,9,22,"('it', 'PRP')",PRP,it,it
1,0,9,23,"('certainly', 'RB')",RB,certainly,certainly
1,0,9,24,"('improved', 'VBD')",VBD,improved,improved
1,0,9,25,"('his', 'PRP$')",PRP$,his,his
1,0,9,26,"('nose', 'NN')",NN,nose,nose
1,0,9,27,"('.', '.')",.,.,.
1,0,10,0,"('In', 'IN')",IN,In,in
1,0,10,1,"('his', 'PRP$')",PRP$,his,his
1,0,10,2,"('last', 'JJ')",JJ,last,last
1,0,10,3,"('year', 'NN')",NN,year,year
1,0,10,4,"('at', 'IN')",IN,at,at
1,0,10,5,"('Princeton', 'NNP')",NNP,Princeton,princeton
1,0,10,6,"('he', 'PRP')",PRP,he,he
1,0,10,7,"('read', 'VBD')",VBD,read,read
1,0,10,8,"('too', 'RB')",RB,too,too
1,0,10,9,"('much', 'JJ')",JJ,much,much
1,0,10,10,"('and', 'CC')",CC,and,and
1,0,10,11,"('took', 'VBD')",VBD,took,took
1,0,10,12,"('to', 'TO')",TO,to,to
1,0,10,13,"('wearing', 'VBG')",VBG,wearing,wearing
1,0,10,14,"('spectacles', 'NNS')",NNS,spectacles,spectacles
1,0,10,15,"('.', '.')",.,.,.
1,0,11,0,"('I', 'PRP')",PRP,I,i
1,0,11,1,"('never', 'RB')",RB,never,never
1,0,11,2,"('met', 'VBD')",VBD,met,met
1,0,11,3,"('any', 'DT')",DT,any,any
1,0,11,4,"('one', 'CD')",CD,one,one
1,0,11,5,"('of', 'IN')",IN,of,of
1,0,11,6,"('his', 'PRP$')",PRP$,his,his
1,0,11,7,"('class', 'NN')",NN,class,class
1,0,11,8,"('who', 'WP')",WP,who,who
1,0,11,9,"('remembered', 'VBD')",VBD,remembered,remembered
1,0,11,10,"('him', 'PRP')",PRP,him,him
1,0,11,11,"('.', '.')",.,.,.
1,0,12,0,"('They', 'PRP')",PRP,They,they
1,0,12,1,"('did', 'VBD')",VBD,did,did
1,0,12,2,"('not', 'RB')",RB,not,not
1,0,12,3,"('even', 'RB')",RB,even,even
1,0,12,4,"('remember', 'VB')",VB,remember,remember
1,0,12,5,"('that', 'IN')",IN,that,that
1,0,12,6,"('he', 'PRP')",PRP,he,he
1,0,12,7,"('was', 'VBD')",VBD,was,was
1,0,12,8,"('middleweight', 'JJ')",JJ,middleweight,middleweight
1,0,12,9,"('boxing', 'VBG')",VBG,boxing,boxing
1,0,12,10,"('champion', 'NN')",NN,champion,champion
1,0,12,11,"('.', '.')",.,.,.
1,1,0,0,"('I', 'PRP')",PRP,I,i
1,1,0,1,"('mistrust', 'VBP')",VBP,mistrust,mistrust
1,1,0,2,"('all', 'DT')",DT,all,all
1,1,0,3,"('frank', 'NN')",NN,frank,frank
1,1,0,4,"('and', 'CC')",CC,and,and
1,1,0,5,"('simple', 'JJ')",JJ,simple,simple
1,1,0,6,"('people', 'NNS')",NNS,people,people
1,1,0,7,"(',', ',')",",",",",","
1,1,0,8,"('especially', 'RB')",RB,especially,especially
1,1,0,9,"('when', 'WRB')",WRB,when,when
1,1,0,10,"('their', 'PRP$')",PRP$,their,their
1,1,0,11,"('stories', 'NNS')",NNS,stories,stories
1,1,0,12,"('hold', 'VBP')",VBP,hold,hold
1,1,0,13,"('together', 'RB')",RB,together,together
1,1,0,14,"(',', ',')",",",",",","
1,1,0,15,"('and', 'CC')",CC,and,and
1,1,0,16,"('I', 'PRP')",PRP,I,i
1,1,0,17,"('always', 'RB')",RB,always,always
1,1,0,18,"('had', 'VBD')",VBD,had,had
1,1,0,19,"('a', 'DT')",DT,a,a
1,1,0,20,"('suspicion', 'NN')",NN,suspicion,suspicion
1,1,0,21,"('that', 'IN')",IN,that,that
1,1,0,22,"('perhaps', 'RB')",RB,perhaps,perhaps
1,1,0,23,"('Robert', 'NNP')",NNP,Robert,robert
1,1,0,24,"('Cohn', 'NNP')",NNP,Cohn,cohn
1,1,0,25,"('had', 'VBD')",VBD,had,had
1,1,0,26,"('never', 'RB')",RB,never,never
1,1,0,27,"('been', 'VBN')",VBN,been,been
1,1,0,28,"('middleweight', 'JJ')",JJ,middleweight,middleweight
1,1,0,29,"('boxing', 'VBG')",VBG,boxing,boxing
1,1,0,30,"('champion', 'NN')",NN,champion,champion
1,1,0,31,"(',', ',')",",",",",","
1,1,0,32,"('and', 'CC')",CC,and,and
1,1,0,33,"('that', 'IN')",IN,that,that
1,1,0,34,"('perhaps', 'RB')",RB,perhaps,perhaps
1,1,0,35,"('a', 'DT')",DT,a,a
1,1,0,36,"('horse', 'NN')",NN,horse,horse
1,1,0,37,"('had', 'VBD')",VBD,had,had
1,1,0,38,"('stepped', 'VBN')",VBN,stepped,stepped
1,1,0,39,"('on', 'IN')",IN,on,on
1,1,0,40,"('his', 'PRP$')",PRP$,his,his
1,1,0,41,"('face', 'NN')",NN,face,face
1,1,0,42,"(',', ',')",",",",",","
1,1,0,43,"('or', 'CC')",CC,or,or
1,1,0,44,"('that', 'IN')",IN,that,that
1,1,0,45,"('maybe', 'RB')",RB,maybe,maybe
1,1,0,46,"('his', 'PRP$')",PRP$,his,his
1,1,0,47,"('mother', 'NN')",NN,mother,mother
1,1,0,48,"('had', 'VBD')",VBD,had,had
1,1,0,49,"('been', 'VBN')",VBN,been,been
1,1,0,50,"('frightened', 'VBN')",VBN,frightened,frightened
1,1,0,51,"('or', 'CC')",CC,or,or
1,1,0,52,"('seen', 'VBN')",VBN,seen,seen
1,1,0,53,"('something', 'NN')",NN,something,something
1,1,0,54,"(',', ',')",",",",",","
1,1,0,55,"('or', 'CC')",CC,or,or
1,1,0,56,"('that', 'IN')",IN,that,that
1,1,0,57,"('he', 'PRP')",PRP,he,he
1,1,0,58,"('had', 'VBD')",VBD,had,had
1,1,0,59,"(',', ',')",",",",",","
1,1,0,60,"('maybe', 'RB')",RB,maybe,maybe
1,1,0,61,"(',', ',')",",",",",","
1,1,0,62,"('bumped', 'VBD')",VBD,bumped,bumped
1,1,0,63,"('into', 'IN')",IN,into,into
1,1,0,64,"('something', 'NN')",NN,something,something
1,1,0,65,"('as', 'IN')",IN,as,as
1,1,0,66,"('a', 'DT')",DT,a,a
1,1,0,67,"('young', 'JJ')",JJ,young,young
1,1,0,68,"('child', 'NN')",NN,child,child
1,1,0,69,"(',', ',')",",",",",","
1,1,0,70,"('but', 'CC')",CC,but,but
1,1,0,71,"('I', 'PRP')",PRP,I,i
1,1,0,72,"('finally', 'RB')",RB,finally,finally
1,1,0,73,"('had', 'VBD')",VBD,had,had
1,1,0,74,"('somebody', 'NN')",NN,somebody,somebody
1,1,0,75,"('verify', 'VB')",VB,verify,verify
1,1,0,76,"('the', 'DT')",DT,the,the
1,1,0,77,"('story', 'NN')",NN,story,story
1,1,0,78,"('from', 'IN')",IN,from,from
1,1,0,79,"('Spider', 'NNP')",NNP,Spider,spider
1,1,0,80,"('Kelly', 'NNP')",NNP,Kelly,kelly
1,1,0,81,"('.', '.')",.,.,.
1,1,1,0,"('Spider', 'NNP')",NNP,Spider,spider
1,1,1,1,"('Kelly', 'NNP')",NNP,Kelly,kelly
1,1,1,2,"('not', 'RB')",RB,not,not
1,1,1,3,"('only', 'RB')",RB,only,only
1,1,1,4,"('remembered', 'JJ')",JJ,remembered,remembered
1,1,1,5,"('Cohn', 'NNP')",NNP,Cohn,cohn
1,1,1,6,"('.', '.')",.,.,.
1,1,2,0,"('He', 'PRP')",PRP,He,he
1,1,2,1,"('had', 'VBD')",VBD,had,had
1,1,2,2,"('often', 'RB')",RB,often,often
1,1,2,3,"('wondered', 'VBN')",VBN,wondered,wondered
1,1,2,4,"('what', 'WP')",WP,what,what
1,1,2,5,"('had', 'VBD')",VBD,had,had
1,1,2,6,"('become', 'VBN')",VBN,become,become
1,1,2,7,"('of', 'IN')",IN,of,of
1,1,2,8,"('him', 'PRP')",PRP,him,him
1,1,2,9,"('.', '.')",.,.,.
1,2,0,0,"('Robert', 'NNP')",NNP,Robert,robert
1,2,0,1,"('Cohn', 'NNP')",NNP,Cohn,cohn
1,2,0,2,"('was', 'VBD')",VBD,was,was
1,2,0,3,"('a', 'DT')",DT,a,a
1,2,0,4,"('member', 'NN')",NN,member,member
1,2,0,5,"(',', ',')",",",",",","
1,2,0,6,"('through', 'IN')",IN,through,through
1,2,0,7,"('his', 'PRP$')",PRP$,his,his
1,2,0,8,"('father', 'NN')",NN,father,father
1,2,0,9,"(',', ',')",",",",",","
1,2,0,10,"('of', 'IN')",IN,of,of
1,2,0,11,"('one', 'CD')",CD,one,one
1,2,0,12,"('of', 'IN')",IN,of,of
1,2,0,13,"('the', 'DT')",DT,the,the
1,2,0,14,"('richest', 'JJS')",JJS,richest,richest
1,2,0,15,"('Jewish', 'JJ')",JJ,Jewish,jewish
1,2,0,16,"('families', 'NNS')",NNS,families,families
1,2,0,17,"('in', 'IN')",IN,in,in
1,2,0,18,"('New', 'NNP')",NNP,New,new
1,2,0,19,"('York', 'NNP')",NNP,York,york
1,2,0,20,"(',', ',')",",",",",","
1,2,0,21,"('and', 'CC')",CC,and,and
1,2,0,22,"('through', 'IN')",IN,through,through
1,2,0,23,"('his', 'PRP$')",PRP$,his,his
1,2,0,24,"('mother', 'NN')",NN,mother,mother
1,2,0,25,"('of', 'IN')",IN,of,of
1,2,0,26,"('one', 'CD')",CD,one,one
1,2,0,27,"('of', 'IN')",IN,of,of
1,2,0,28,"('the', 'DT')",DT,the,the
1,2,0,29,"('oldest', 'JJS')",JJS,oldest,oldest
1,2,0,30,"('.', '.')",.,.,.
1,2,1,0,"('At', 'IN')",IN,At,at
1,2,1,1,"('the', 'DT')",DT,the,the
1,2,1,2,"('military', 'JJ')",JJ,military,military
1,2,1,3,"('school', 'NN')",NN,school,school
1,2,1,4,"('where', 'WRB')",WRB,where,where
1,2,1,5,"('he', 'PRP')",PRP,he,he
1,2,1,6,"('prepped', 'VBD')",VBD,prepped,prepped
1,2,1,7,"('for', 'IN')",IN,for,for
1,2,1,8,"('Princeton', 'NNP')",NNP,Princeton,princeton
1,2,1,9,"(',', ',')",",",",",","
1,2,1,10,"('and', 'CC')",CC,and,and
1,2,1,11,"('played', 'VBD')",VBD,played,played
1,2,1,12,"('a', 'DT')",DT,a,a
1,2,1,13,"('very', 'RB')",RB,very,very
1,2,1,14,"('good', 'JJ')",JJ,good,good
1,2,1,15,"('end', 'NN')",NN,end,end
1,2,1,16,"('on', 'IN')",IN,on,on
1,2,1,17,"('the', 'DT')",DT,the,the
1,2,1,18,"('football', 'NN')",NN,football,football
1,2,1,19,"('team', 'NN')",NN,team,team
1,2,1,20,"(',', ',')",",",",",","
1,2,1,21,"('no', 'DT')",DT,no,no
1,2,1,22,"('one', 'NN')",NN,one,one
1,2,1,23,"('had', 'VBD')",VBD,had,had
1,2,1,24,"('made', 'VBN')",VBN,made,made
1,2,1,25,"('him', 'PRP')",PRP,him,him
1,2,1,26,"('race-conscious', 'JJ')",JJ,race-conscious,race-conscious
1,2,1,27,"('.', '.')",.,.,.
1,2,2,0,"('No', 'DT')",DT,No,no
1,2,2,1,"('one', 'NN')",NN,one,one
1,2,2,2,"('had', 'VBD')",VBD,had,had
1,2,2,3,"('ever', 'RB')",RB,ever,ever
1,2,2,4,"('made', 'VBN')",VBN,made,made
1,2,2,5,"('him', 'PRP')",PRP,him,him
1,2,2,6,"('feel', 'VB')",VB,feel,feel
1,2,2,7,"('he', 'PRP')",PRP,he,he
1,2,2,8,"('was', 'VBD')",VBD,was,was
1,2,2,9,"('a', 'DT')",DT,a,a
1,2,2,10,"('Jew', 'NNP')",NNP,Jew,jew
1,2,2,11,"(',', ',')",",",",",","
1,2,2,12,"('and', 'CC')",CC,and,and
1,2,2,13,"('hence', 'RB')",RB,hence,hence
1,2,2,14,"('any', 'DT')",DT,any,any
1,2,2,15,"('different', 'JJ')",JJ,different,different
1,2,2,16,"('from', 'IN')",IN,from,from
1,2,2,17,"('anybody', 'NN')",NN,anybody,anybody
1,2,2,18,"('else', 'RB')",RB,else,else
1,2,2,19,"(',', ',')",",",",",","
1,2,2,20,"('until', 'IN')",IN,until,until
1,2,2,21,"('he', 'PRP')",PRP,he,he
1,2,2,22,"('went', 'VBD')",VBD,went,went
1,2,2,23,"('to', 'TO')",TO,to,to
1,2,2,24,"('Princeton', 'NNP')",NNP,Princeton,princeton
1,2,2,25,"('.', '.')",.,.,.
1,2,3,0,"('He', 'PRP')",PRP,He,he
1,2,3,1,"('was', 'VBD')",VBD,was,was
1,2,3,2,"('a', 'DT')",DT,a,a
1,2,3,3,"('nice', 'JJ')",JJ,nice,nice
1,2,3,4,"('boy', 'NN')",NN,boy,boy
1,2,3,5,"(',', ',')",",",",",","
1,2,3,6,"('a', 'DT')",DT,a,a
1,2,3,7,"('friendly', 'JJ')",JJ,friendly,friendly
1,2,3,8,"('boy', 'NN')",NN,boy,boy
1,2,3,9,"(',', ',')",",",",",","
1,2,3,10,"('and', 'CC')",CC,and,and
1,2,3,11,"('very', 'RB')",RB,very,very
1,2,3,12,"('shy', 'JJ')",JJ,shy,shy
1,2,3,13,"(',', ',')",",",",",","
1,2,3,14,"('and', 'CC')",CC,and,and
1,2,3,15,"('it', 'PRP')",PRP,it,it
1,2,3,16,"('made', 'VBD')",VBD,made,made
1,2,3,17,"('him', 'PRP')",PRP,him,him
1,2,3,18,"('bitter', 'NN')",NN,bitter,bitter
1,2,3,19,"('.', '.')",.,.,.
1,2,4,0,"('He', 'PRP')",PRP,He,he
1,2,4,1,"('took', 'VBD')",VBD,took,took
1,2,4,2,"('it', 'PRP')",PRP,it,it
1,2,4,3,"('out', 'RP')",RP,out,out
1,2,4,4,"('in', 'IN')",IN,in,in
1,2,4,5,"('boxing', 'NN')",NN,boxing,boxing
1,2,4,6,"(',', ',')",",",",",","
1,2,4,7,"('and', 'CC')",CC,and,and
1,2,4,8,"('he', 'PRP')",PRP,he,he
1,2,4,9,"('came', 'VBD')",VBD,came,came
1,2,4,10,"('out', 'IN')",IN,out,out
1,2,4,11,"('of', 'IN')",IN,of,of
1,2,4,12,"('Princeton', 'NNP')",NNP,Princeton,princeton
1,2,4,13,"('with', 'IN')",IN,with,with
1,2,4,14,"('painful', 'JJ')",JJ,painful,painful
1,2,4,15,"('self-consciousness', 'JJ')",JJ,self-consciousness,self-consciousness
1,2,4,16,"('and', 'CC')",CC,and,and
1,2,4,17,"('the', 'DT')",DT,the,the
1,2,4,18,"('flattened', 'VBN')",VBN,flattened,flattened
1,2,4,19,"('nose', 'NN')",NN,nose,nose
1,2,4,20,"(',', ',')",",",",",","
1,2,4,21,"('and', 'CC')",CC,and,and
1,2,4,22,"('was', 'VBD')",VBD,was,was
1,2,4,23,"('married', 'VBN')",VBN,married,married
1,2,4,24,"('by', 'IN')",IN,by,by
1,2,4,25,"('the', 'DT')",DT,the,the
1,2,4,26,"('first', 'JJ')",JJ,first,first
1,2,4,27,"('girl', 'NN')",NN,girl,girl
1,2,4,28,"('who', 'WP')",WP,who,who
1,2,4,29,"('was', 'VBD')",VBD,was,was
1,2,4,30,"('nice', 'JJ')",JJ,nice,nice
1,2,4,31,"('to', 'TO')",TO,to,to
1,2,4,32,"('him', 'PRP')",PRP,him,him
1,2,4,33,"('.', '.')",.,.,.
1,2,5,0,"('He', 'PRP')",PRP,He,he
1,2,5,1,"('was', 'VBD')",VBD,was,was
1,2,5,2,"('married', 'VBN')",VBN,married,married
1,2,5,3,"('five', 'CD')",CD,five,five
1,2,5,4,"('years', 'NNS')",NNS,years,years
1,2,5,5,"(',', ',')",",",",",","
1,2,5,6,"('had', 'VBD')",VBD,had,had
1,2,5,7,"('three', 'CD')",CD,three,three
1,2,5,8,"('children', 'NNS')",NNS,children,children
1,2,5,9,"(',', ',')",",",",",","
1,2,5,10,"('lost', 'VBD')",VBD,lost,lost
1,2,5,11,"('most', 'JJS')",JJS,most,most
1,2,5,12,"('of', 'IN')",IN,of,of
1,2,5,13,"('the', 'DT')",DT,the,the
1,2,5,14,"('fifty', 'JJ')",JJ,fifty,fifty
1,2,5,15,"('thousand', 'CD')",CD,thousand,thousand
1,2,5,16,"('dollars', 'NNS')",NNS,dollars,dollars
1,2,5,17,"('his', 'PRP$')",PRP$,his,his
1,2,5,18,"('father', 'NN')",NN,father,father
1,2,5,19,"('left', 'VBD')",VBD,left,left
1,2,5,20,"('him', 'PRP')",PRP,him,him
1,2,5,21,"(',', ',')",",",",",","
1,2,5,22,"('the', 'DT')",DT,the,the
1,2,5,23,"('balance', 'NN')",NN,balance,balance
1,2,5,24,"('of', 'IN')",IN,of,of
1,2,5,25,"('the', 'DT')",DT,the,the
1,2,5,26,"('estate', 'NN')",NN,estate,estate
1,2,5,27,"('having', 'VBG')",VBG,having,having
