,Sentence,sentiment,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
16,Braddocks was his literary friend.,0.4939,0.4939,0.444,0.0,0.556,1,0,0
17,I was his tennis friend.,0.4939,0.4939,0.516,0.0,0.484,1,0,0
18,"The lady who had him, her name was Frances, found toward the end of the second year that her looks were going, and her attitude toward Robert changed from one of careless possession and exploitation to the absolute determination that he should marry her.",0.0516,0.0516,0.057,0.053,0.89,1,0,0
19,"He was fairly happy, except that, like many people living in Europe, he would rather have been in America, and he had discovered writing.",0.7351,0.7351,0.22,0.0,0.78,1,0,0
20,"He wrote a novel, and it was not really such a bad novel as the critics later called it, although it was a very poor novel.",0.5208,0.5208,0.306,0.172,0.522,1,0,0
21,"He read many books, played bridge, played tennis, and boxed at a local gymnasium.",0.5859,0.5859,0.304,0.0,0.696,1,0,0
22,He wanted to get out of town and get in a good walk.,0.4404,0.4404,0.209,0.0,0.791,1,0,0
23,"We could go up to Bruges, or to the Ardennes.” Cohn looked relieved.",0.3818,0.3818,0.178,0.0,0.822,1,0,0
24,"Didn’t you see the way she looked?” “Oh, well,” I said, “let’s go to Senlis.” “Don’t get sore.” “I’m not sore.",0.2755,0.2755,0.1,0.0,0.9,1,0,0
25,"Senlis is a good place and we can stay at the Grand Cerf and take a hike in the woods and come home.” “Good, that will be fine.” “Well, I’ll see you to-morrow at the courts,” I said.",0.7096,0.7096,0.152,0.0,0.848,1,0,0
26,"“You are not sore, are you, Jake?” He turned with the paper in his hand.",0.6497,0.6497,0.29,0.0,0.71,1,0,0
27,I rather liked him and evidently she led him quite a life.,0.4215,0.4215,0.237,0.0,0.763,1,0,0
28,"CHAPTER                                    2  That winter Robert Cohn went over to America with his novel, and it was accepted by a fairly good publisher.",0.743,0.743,0.3,0.0,0.7,1,0,0
29,"He was more enthusiastic about America than ever, and he was not so simple, and he was not so nice.",0.1423,0.1423,0.143,0.12,0.737,1,0,0
30,The publishers had praised his novel pretty highly and it rather went to his head.,0.8271,0.8271,0.42,0.0,0.58,1,0,0
31,"Then several women had put themselves out to be nice to him, and his horizons had all shifted.",0.4215,0.4215,0.141,0.0,0.859,1,0,0
32,"Also, playing for higher stakes than he could afford in some rather steep bridge games with his New York connections, he had held cards and won several hundred dollars.",0.6705,0.6705,0.169,0.0,0.831,1,0,0
33,"It recounts splendid imaginary amorous adventures of a perfect English gentleman in an intensely romantic land, the scenery of which is very well described.",0.9523,0.9523,0.515,0.0,0.485,1,0,0
34,"For a man to take it at thirty-four as a guide-book to what life holds is about as safe as it would be for a man of the same age to enter Wall Street direct from a French convent, equipped with a complete set of the more practical Alger books.",0.4404,0.4404,0.062,0.0,0.938,1,0,0
35,"“Did you come in to cheer me up?” “Would you like to go to South America, Jake?” he asked.",0.7319,0.7319,0.266,0.0,0.734,1,0,0
36,"You can see all the South Americans you want in Paris anyway.” “They’re not the real South Americans.” “They look awfully real to me.” I had a boat train to catch with a week’s mail stories, and only half of them written.",0.0772,0.0772,0.033,0.0,0.967,1,0,0
37,"And it would be more fun with two of us.” “No,” I said, “I like this town and I go to Spain in the summer-time.” “All my life I’ve wanted to go on a trip like that,” Cohn said.",0.8221,0.8221,0.207,0.0,0.793,1,0,0
38,“You can go anywhere you want.,0.0772,0.0772,0.206,0.0,0.794,1,0,0
39,“All countries look just like the moving pictures.” But I felt sorry for him.,0.0772,0.0772,0.123,0.102,0.775,1,0,0
40,I want to go back in the country in South America.,0.0772,0.0772,0.126,0.0,0.874,1,0,0
41,"We could have a great trip.” “Did you ever think about going to British East Africa to shoot?” “No, I wouldn’t like that.” “I’d go there with you.” “No; that doesn’t interest me.” “That’s because you never read a book about it.",0.8625,0.8625,0.211,0.0,0.789,1,0,0
42,"Go on and read a book all full of love affairs with the beautiful shiny black princesses.” “I want to go to South America.” He had a hard, Jewish, stubborn streak.",0.743,0.743,0.251,0.109,0.64,1,0,0
43,I had discovered that was the best way to get rid of friends.,0.8074,0.8074,0.422,0.0,0.578,1,0,0
44,"It is very important to discover graceful exits like that in the newspaper business, where it is such an important part of the ethics that you should never seem to be working.",0.8265,0.8265,0.257,0.0,0.743,1,0,0
45,"“This is a good place,” he said.",0.4404,0.4404,0.367,0.0,0.633,1,0,0
46,"“There’s a lot of liquor,” I agreed.",0.2732,0.2732,0.344,0.0,0.656,1,0,0
47,"I’m through worrying.” “Well, I want to go to South America.” “Listen, Robert, going to another country doesn’t make any difference.",0.0772,0.0772,0.064,0.0,0.936,1,0,0
48,This is a good town.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
49,I walked alone all one night and nothing happened except a bicycle cop stopped me and asked to see my papers.” “Wasn’t the town nice at night?” “I don’t care for Paris.” So there you were.,0.4767,0.4767,0.15,0.098,0.752,1,0,0
50,I put my hand on his shoulder.,0.4939,0.4939,0.39,0.0,0.61,1,0,0
51,He smiled and blinked.,0.5423,0.5423,0.538,0.0,0.462,1,0,0
52,"CHAPTER                                    3  It was a warm spring night and I sat at a table on the terrace of the Napolitain after Robert had gone, watching it get dark and the electric signs come on, and the red and green stop-and-go traffic-signal, and the crowd going by, and the horse-cabs clippety-clopping along at the edge of the solid taxi traffic, and the _poules_ going by, singly and in pairs, looking for the evening meal.",0.3612,0.3612,0.05,0.0,0.95,1,0,0
53,"You never know in this town.” “Don’t you like Paris?” “No.” “Why don’t you go somewhere else?” “Isn’t anywhere else.” “You’re happy, all right.” “Happy, hell!” Pernod is greenish imitation absinthe.",0.7815,0.7815,0.191,0.0,0.809,1,0,0
54,"It tastes like licorice and it has a good uplift, but it drops you just as far.",0.4019,0.4019,0.209,0.0,0.791,1,0,0
55,With her mouth closed she was a rather pretty girl.,0.4939,0.4939,0.286,0.0,0.714,1,0,0
56,I hailed a horse-cab and the driver pulled up at the curb.,0.2263,0.2263,0.174,0.0,0.826,1,0,0
57,She looked up to be kissed.,0.3818,0.3818,0.342,0.0,0.658,1,0,0
58,She touched me with one hand and I put her hand away.,0.7506,0.7506,0.416,0.0,0.584,1,0,0
59,"“This is no great thing of a restaurant.” “No,” I said.",0.4404,0.4404,0.308,0.165,0.526,1,0,0
60,Why don’t you keep the cab and go on?” I had picked her up because of a vague sentimental idea that it would be nice to eat with some one.,0.5719,0.5719,0.162,0.044,0.794,1,0,0
61,Georgette cheered up a little under the food.,0.5106,0.5106,0.355,0.0,0.645,1,0,0
62,"“It isn’t chic, but the food is all right.” “Better than you eat in Liège.” “Brussels, you mean.” We had another bottle of wine and Georgette made a joke.",0.5187,0.5187,0.143,0.0,0.857,1,0,0
63,"“You’re not a bad type,” she said.",0.431,0.431,0.363,0.0,0.637,1,0,0
64,We get on well.,0.2732,0.2732,0.412,0.0,0.588,1,0,0
65,"Jacob Barnes!” “It’s a friend calling me,” I explained, and went out.",0.5411,0.5411,0.28,0.0,0.72,1,0,0
66,"There was Braddocks at a big table with a party: Cohn, Frances Clyne, Mrs. Braddocks, several people I did not know.",0.4019,0.4019,0.137,0.0,0.863,1,0,0
67,She was tall and had a smile.,0.3612,0.3612,0.333,0.0,0.667,1,0,0
68,"“Come in and have coffee with us, Barnes.” “Right.” “And bring your friend,” said Mrs. Braddocks laughing.",0.4939,0.4939,0.167,0.0,0.833,1,0,0
69,She was a Canadian and had all their easy social graces.,0.6705,0.6705,0.407,0.0,0.593,1,0,0
70,"“I wish to present my fiancée, Mademoiselle Georgette Leblanc,” I said.",0.4019,0.4019,0.231,0.0,0.769,1,0,0
71,"Georgette smiled that wonderful smile, and we shook hands all round.",0.8519,0.8519,0.536,0.077,0.387,1,0,0
72,"Surely he did,” insisted Mrs. Braddocks, who in the excitement of talking French was liable to have no idea what she was saying.",0.5994,0.5994,0.216,0.078,0.707,1,0,0
73,"“Oh, it was a joke, then,” Mrs. Braddocks said.",0.296,0.296,0.239,0.0,0.761,1,0,0
74,"“To laugh at.” “Did you hear that, Henry?” Mrs. Braddocks called down the table to Braddocks.",0.5574,0.5574,0.194,0.0,0.806,1,0,0
75,"Barnes introduced his fiancée as Mademoiselle Leblanc, and her name is actually Hobin.” “Of course, darling.",0.5859,0.5859,0.202,0.0,0.798,1,0,0
76,"Mademoiselle Hobin, I’ve known her for a very long time.” “Oh, Mademoiselle Hobin,” Frances Clyne called, speaking French very rapidly and not seeming so proud and astonished as Mrs. Braddocks at its coming out really French.",0.7817,0.7817,0.172,0.0,0.828,1,0,0
77,Do you like it here?,0.3612,0.3612,0.385,0.0,0.615,1,0,0
78,"You love Paris, do you not?” “Who’s she?” Georgette turned to me.",0.6767,0.6767,0.293,0.0,0.707,1,0,0
79,"“Do I have to talk to her?” She turned to Frances, sitting smiling, her hands folded, her head poised on her long neck, her lips pursed ready to start talking again.",0.7579,0.7579,0.217,0.0,0.783,1,0,0
80,"“No, I don’t like Paris.",0.3612,0.3612,0.455,0.0,0.545,1,0,0
81,I find it so extraordinarily clean.,0.4549,0.4549,0.427,0.0,0.573,1,0,0
82,But perhaps you have not been here very long.” “I’ve been here long enough.” “But it does have nice people in it.,0.5719,0.5719,0.15,0.0,0.85,1,0,0
83,One must grant that.” Georgette turned to me.,0.3612,0.3612,0.263,0.0,0.737,1,0,0
84,"“You have nice friends.” Frances was a little drunk and would have liked to have kept it up but the coffee came, and Lavigne with the liqueurs, and after that we all went out and started for Braddocks’s dancing-club.",0.3064,0.3064,0.094,0.038,0.867,1,0,0
85,"“I wish people would come earlier,” Braddocks said.",0.4019,0.4019,0.278,0.0,0.722,1,0,0
86,The proprietor got up on a high stool beside the dancing-floor and began to play the accordion.,0.34,0.34,0.138,0.0,0.862,1,0,0
87,He had a string of bells around one of his ankles and beat time with his foot as he played.,0.34,0.34,0.118,0.0,0.882,1,0,0
88,"“What a box to sweat in!” “It’s hot.” “Hot, my God!” “Take off your hat.” “That’s a good idea.” Some one asked Georgette to dance, and I went over to the bar.",0.5399,0.5399,0.111,0.0,0.889,1,0,0
89,It was really very hot and the accordion music was pleasant in the hot night.,0.5106,0.5106,0.191,0.0,0.809,1,0,0
90,"I drank a beer, standing in the doorway and getting the cool breath of wind from the street.",0.3182,0.3182,0.133,0.0,0.867,1,0,0
91,The policeman standing by the door looked at me and smiled.,0.5423,0.5423,0.259,0.0,0.741,1,0,0
92,She looked very lovely and she was very much with them.,0.624,0.624,0.29,0.0,0.71,1,0,0
93,"I know they are supposed to be amusing, and you should be tolerant, but I wanted to swing on one, any one, anything to shatter that superior, simpering composure.",0.7964,0.7964,0.252,0.0,0.748,1,0,0
94,They are like that.,0.3612,0.3612,0.455,0.0,0.545,1,0,0
95,"Don’t you?” “Oh, how charmingly you get angry,” he said.",0.4939,0.4939,0.262,0.0,0.738,1,0,0
96,“I wish I had that faculty.” I got up and walked over toward the dancing-floor.,0.4019,0.4019,0.184,0.0,0.816,1,0,0
97,"“I just thought perhaps I was going to throw up.” “Your fiancée is having a great success,” Mrs. Braddocks looked out on the floor where Georgette was dancing in the arms of the tall, dark one, called Lett.",0.6249,0.6249,0.105,0.0,0.895,1,0,0
98,He looked a great deal as his compatriot must have looked when he saw the promised land.,0.765,0.765,0.32,0.0,0.68,1,0,0
99,"But he had that look of eager, deserving expectation.",0.5023,0.5023,0.289,0.0,0.711,1,0,0
100,"She wore a slipover jersey sweater and a tweed skirt, and her hair was brushed back like a boy’s.",0.3612,0.3612,0.143,0.0,0.857,1,0,0
101,"She was built with curves like the hull of a racing yacht, and you missed none of it with that wool jersey.",0.0772,0.0772,0.105,0.093,0.802,1,0,0
102,"“It’s a fine crowd you’re with, Brett,” I said.",0.2023,0.2023,0.231,0.0,0.769,1,0,0
103,“Aren’t they lovely?,0.5859,0.5859,0.655,0.0,0.345,1,0,0
104,"And you, my dear.",0.3818,0.3818,0.464,0.0,0.536,1,0,0
105,"Where did you get it?” “At the Napolitain.” “And have you had a lovely evening?” “Oh, priceless,” I said.",0.6322,0.6322,0.206,0.0,0.794,1,0,0
106,Brett laughed.,0.4588,0.4588,0.75,0.0,0.25,1,0,0
107,"Look at Frances there, and Jo.” This for Cohn’s benefit.",0.4588,0.4588,0.25,0.0,0.75,1,0,0
108,She laughed again.,0.4588,0.4588,0.6,0.0,0.4,1,0,0
109,"“You’re wonderfully sober,” I said.",0.5994,0.5994,0.565,0.0,0.435,1,0,0
110,"And when one’s with the crowd I’m with, one can drink in such safety, too.” The music started and Robert Cohn said: “Will you dance this with me, Lady Brett?” Brett smiled at him.",0.743,0.743,0.164,0.0,0.836,1,0,0
111,"“I’ve promised to dance this with Jacob,” she laughed.",0.6705,0.6705,0.44,0.0,0.56,1,0,0
112,"“I suppose you like to add them up.” “Don’t talk like a fool.” “You do.” “Oh, well.",0.7269,0.7269,0.353,0.0,0.647,1,0,0
113,We were dancing to the accordion and some one was playing the banjo.,0.2023,0.2023,0.13,0.0,0.87,1,0,0
114,It was hot and I felt happy.,0.5719,0.5719,0.425,0.0,0.575,1,0,0
115,She’s well taken care of.” “Do you want to?” “Would I ask you if I didn’t want to?” We left the floor and I took my coat off a hanger on the wall and put it on.,0.7399,0.7399,0.222,0.0,0.778,1,0,0
116,"“If she goes out with one of those gentlemen, will you save this for me?” “C’est entendu, Monsieur,” the patronne said.",0.4939,0.4939,0.138,0.0,0.862,1,0,0
117,She said good night and took my arm.,0.4404,0.4404,0.293,0.0,0.707,1,0,0
118,"“Oh, yes.” “No taxis.” “We could walk up to the Pantheon and get one.” “Come on and we’ll get a drink in the pub next door and send for one.” “You wouldn’t walk across the street.” “Not if I could help it.” We went into the next bar and I sent a waiter for a taxi.",0.4019,0.4019,0.051,0.0,0.949,1,0,0
119,Brett pressed my hand hard.,0.4215,0.4215,0.421,0.184,0.395,1,0,0
120,"“Oh, darling, I’ve been so miserable,” Brett said.",0.5859,0.5859,0.352,0.0,0.648,1,0,0
121,"I saw her face in the lights from the open shops, then it was dark, then I saw her face clearly as we came out on the Avenue des Gobelins.",0.4019,0.4019,0.091,0.0,0.909,1,0,0
122,Brett’s face was white and the long line of her neck showed in the bright light of the flares.,0.4404,0.4404,0.139,0.0,0.861,1,0,0
123,The street was dark again and I kissed her.,0.3818,0.3818,0.271,0.0,0.729,1,0,0
124,"Oh, darling, please understand!” “Don’t you love me?” “Love you?",0.899,0.899,0.61,0.0,0.39,1,0,0
125,"My arm was around her and she was leaning back against me, and we were quite calm.",0.3804,0.3804,0.139,0.0,0.861,1,0,0
126,"“And there’s not a damn thing we could do,” I said.",0.3089,0.3089,0.22,0.0,0.78,1,0,0
127,"“I don’t want to go through that hell again.” “We’d better keep away from each other.” “But, darling, I have to see you.",0.34,0.34,0.261,0.15,0.588,1,0,0
128,"Her eyes had different depths, sometimes they seemed perfectly flat.",0.6369,0.6369,0.318,0.0,0.682,1,0,0
129,"I’m paying for it all now.” “Don’t talk like a fool,” I said.",0.3612,0.3612,0.2,0.0,0.8,1,0,0
130,"“Besides, what happened to me is supposed to be funny.",0.4404,0.4404,0.244,0.0,0.756,1,0,0
131,"I’ll lay you don’t.” “Well, let’s shut up about it.” “I laughed about it too, myself, once.” She wasn’t looking at me.",0.4588,0.4588,0.125,0.0,0.875,1,0,0
132,“A friend of my brother’s came home that way from Mons.,0.4939,0.4939,0.242,0.0,0.758,1,0,0
133,“Nobody ever knows anything.” I was pretty well through with the subject.,0.6486,0.6486,0.371,0.0,0.629,1,0,0
134,"At one time or another I had probably considered it from most of its various angles, including the one that certain injuries or imperfections are a subject of merriment while remaining quite serious for the person possessing them.",0.6003,0.6003,0.137,0.04,0.823,1,0,0
135,“It’s very funny.,0.4927,0.4927,0.615,0.0,0.385,1,0,0
136,"And it’s a lot of fun, too, to be in love.” “Do you think so?” her eyes looked flat again.",0.5106,0.5106,0.155,0.0,0.845,1,0,0
137,“I don’t mean fun that way.,0.5106,0.5106,0.398,0.0,0.602,1,0,0
138,"In a way it’s an enjoyable feeling.” “No,” she said.",0.4404,0.4404,0.266,0.0,0.734,1,0,0
139,I don’t think it is.” “Don’t you want to?” “I have to.” We were sitting now like two strangers.,0.4215,0.4215,0.192,0.0,0.808,1,0,0
140,“Where do you want to go?” I asked.,0.0772,0.0772,0.178,0.0,0.822,1,0,0
141,"“Boulevard Montparnasse.” We drove straight down, turning around the Lion de Belfort that guards the passing Montrouge trams.",0.2263,0.2263,0.101,0.0,0.899,1,0,0
142,Brett looked straight ahead.,0.2263,0.2263,0.388,0.0,0.612,1,0,0
143,She gave me her hand as she stepped down.,0.4939,0.4939,0.286,0.0,0.714,1,0,0
144,Her hand was shaky.,0.3182,0.3182,0.451,0.268,0.282,1,0,0
145,"“I got something fine to tell you.” “Hello, Zizi,” Brett said.",0.2023,0.2023,0.153,0.0,0.847,1,0,0
146,"“I want you to meet a friend,” Zizi said.",0.0772,0.0772,0.157,0.0,0.843,1,0,0
147,"“Count Mippipopolous, meet my friend Lady Ashley.” “How do you do?” said Brett.",0.4939,0.4939,0.211,0.0,0.789,1,0,0
148,"“Well, does your Ladyship have a good time here in Paris?” asked Count Mippipopolous, who wore an elk’s tooth on his watch-chain.",0.4404,0.4404,0.127,0.0,0.873,1,0,0
149,"“Paris is a fine town all right,” said the count.",0.2023,0.2023,0.184,0.0,0.816,1,0,0
150,"“But I guess you have pretty big doings yourself over in London.” “Oh, yes,” said Brett.",0.4939,0.4939,0.186,0.0,0.814,1,0,0
151,"She was rather splendid, you know.",0.5859,0.5859,0.432,0.0,0.568,1,0,0
152,Wonderful command of the idiom.,0.5719,0.5719,0.481,0.0,0.519,1,0,0
153,“Good night.” I said good night to Brett at the bar.,0.4404,0.4404,0.244,0.0,0.756,1,0,0
154,The count was buying champagne.,0.296,0.296,0.355,0.0,0.645,1,0,0
155,Thanks awfully.,0.4404,0.4404,0.744,0.0,0.256,1,0,0
156,"He looked very fine, Marshal Ney in his top-boots, gesturing with his sword among the green new horse-chestnut leaves.",0.2716,0.2716,0.104,0.0,0.896,1,0,0
157,I wished her good night and went up-stairs.,0.4404,0.4404,0.326,0.0,0.674,1,0,0
158,It was a funny name.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
159,I felt sure I could remember anybody with a name like Aloysius.,0.5859,0.5859,0.407,0.0,0.593,1,0,0
160,It was a good Catholic name.,0.4404,0.4404,0.42,0.0,0.58,1,0,0
161,Like Zizi the Greek duke.,0.3612,0.3612,0.385,0.0,0.615,1,0,0
162,The count was funny.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
163,I suppose it was funny.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
164,"_Le Toril_ was the better paper, so I started to read it.",0.4404,0.4404,0.225,0.0,0.775,1,0,0
165,"Well, it was a rotten way to be wounded and flying on a joke front like the Italian.",0.3612,0.3612,0.308,0.149,0.543,1,0,0
166,It had a funny name in Italian.,0.4404,0.4404,0.367,0.0,0.633,1,0,0
167,That was funny.,0.4404,0.4404,0.592,0.0,0.408,1,0,0
168,That was about the first funny thing.,0.4404,0.4404,0.326,0.0,0.674,1,0,0
169,"Then he made that wonderful speech: “You, a foreigner, an Englishman” (any foreigner was an Englishman) “have given more than your life.” What a speech!",0.6114,0.6114,0.154,0.0,0.846,1,0,0
170,I would like to have it illuminated to hang in the office.,0.3612,0.3612,0.2,0.0,0.8,1,0,0
171,I try and play it along and just not make trouble for people.,0.5659,0.5659,0.318,0.0,0.682,1,0,0
172,"Well, people were that way.",0.2732,0.2732,0.344,0.0,0.656,1,0,0
173,The Catholic Church had an awfully good way of handling all that.,0.4927,0.4927,0.225,0.0,0.775,1,0,0
174,"Good advice, anyway.",0.4404,0.4404,0.592,0.0,0.408,1,0,0
175,"Then after a while it was better and I lay in bed and listened to the heavy trams go by and way down the street, and then I went to sleep.",0.4404,0.4404,0.097,0.0,0.903,1,0,0
176,Half asleep I had been sure it was Georgette.,0.3182,0.3182,0.247,0.0,0.753,1,0,0
177,"Don’t be cross, darling.",0.5859,0.5859,0.559,0.0,0.441,1,0,0
178,Something like that.,0.3612,0.3612,0.556,0.0,0.444,1,0,0
179,"I rather liked the count.” “Where did you go with him?” “Oh, everywhere.",0.4215,0.4215,0.203,0.0,0.797,1,0,0
180,He was awfully nice about it.,0.4754,0.4754,0.382,0.0,0.618,1,0,0
181,Told him I knew too many people in Biarritz.” Brett laughed.,0.4588,0.4588,0.25,0.0,0.75,1,0,0
182,“That’s better.,0.4404,0.4404,0.744,0.0,0.256,1,0,0
183,"Quite true, too.",0.4754,0.4754,0.607,0.0,0.393,1,0,0
184,"So I asked him to bring me here.” She looked at me, her hand on the table, her glass raised.",0.4939,0.4939,0.151,0.0,0.849,1,0,0
185,"“Don’t look like that,” she said.",0.3612,0.3612,0.333,0.0,0.667,1,0,0
186,“Told him I was in love with you.,0.6369,0.6369,0.412,0.0,0.588,1,0,0
187,"True, too.",0.4215,0.4215,0.737,0.0,0.263,1,0,0
188,Don’t look like that.,0.3612,0.3612,0.455,0.0,0.545,1,0,0
189,Like to go?” “Why not?” “I’d better go now.” “Why?” “Just wanted to see you.,0.7131,0.7131,0.314,0.0,0.686,1,0,0
190,Want to get dressed and come down?,0.0772,0.0772,0.178,0.0,0.822,1,0,0
191,"Absolutely.” “Good night, darling.” “Don’t be sentimental.” “You make me ill.” We kissed good night and Brett shivered.",0.6705,0.6705,0.256,0.0,0.744,1,0,0
192,"“I’d better go,” she said.",0.4404,0.4404,0.42,0.0,0.58,1,0,0
193,"“Good night, darling.” “You don’t have to go.” “Yes.” We kissed again on the stairs and as I called for the cordon the concierge muttered something behind her door.",0.3818,0.3818,0.088,0.0,0.912,1,0,0
194,"It is awfully easy to be hard-boiled about everything in the daytime, but at night it is another thing.",0.2724,0.2724,0.104,0.0,0.896,1,0,0
195,It was a fine morning.,0.2023,0.2023,0.375,0.0,0.625,1,0,0
196,There was the pleasant early-morning feeling of a hot day.,0.5859,0.5859,0.407,0.0,0.593,1,0,0
197,It felt pleasant to be going to work.,0.5106,0.5106,0.32,0.0,0.68,1,0,0
198,"Up-stairs in the office I read the French morning papers, smoked, and then sat at the typewriter and got off a good morning’s work.",0.4404,0.4404,0.121,0.0,0.879,1,0,0
199,I shared a taxi back from the Quai d’Orsay with Woolsey and Krum.,0.34,0.34,0.194,0.0,0.806,1,0,0
200,"That’s the great place, isn’t it?” “Yes.",0.6249,0.6249,0.406,0.0,0.594,1,0,0
201,“I can’t say I’ve played any this year.,0.34,0.34,0.255,0.0,0.745,1,0,0
202,“I’ve got to file that line he got off this morning.” I put a two-franc piece in Krum’s hand.,0.4939,0.4939,0.167,0.0,0.833,1,0,0
203,I want to get it.” I waved good-by.,0.0772,0.0772,0.206,0.0,0.794,1,0,0
204,“Where do you want to eat?” “How about Wetzel’s?,0.168,0.168,0.172,0.0,0.828,1,0,0
205,They’ve got good hors d’œuvres.” In the restaurant we ordered hors d’œuvres and beer.,0.4404,0.4404,0.182,0.0,0.818,1,0,0
206,“Have any fun last night?” I asked.,0.5106,0.5106,0.398,0.0,0.602,1,0,0
207,"I can’t get this second book going.” “That happens to everybody.” “Oh, I’m sure of that.",0.3182,0.3182,0.141,0.0,0.859,1,0,0
208,"It gets me worried, though.” “Thought any more about going to South America?” “I mean that.” “Well, why don’t you start off?” “Frances.” “Well,” I said, “take her with you.” “She wouldn’t like it.",0.168,0.168,0.079,0.061,0.86,1,0,0
209,That isn’t the sort of thing she likes.,0.4215,0.4215,0.286,0.0,0.714,1,0,0
210,She likes a lot of people around.” “Tell her to go to hell.” “I can’t.,0.4215,0.4215,0.177,0.0,0.823,1,0,0
211,I’ve got certain obligations to her.” He shoved the sliced cucumbers away and took a pickled herring.,0.2732,0.2732,0.123,0.0,0.877,1,0,0
212,"She’s a nice girl,” I said.",0.4215,0.4215,0.483,0.0,0.517,1,0,0
213,"Why?” “She’s a remarkably attractive woman.” “Isn’t she?” “There’s a certain quality about her, a certain fineness.",0.7752,0.7752,0.413,0.0,0.587,1,0,0
214,"She seems to be absolutely fine and straight.” “She’s very nice.” “I don’t know how to describe the quality,” Cohn said.",0.2716,0.2716,0.095,0.0,0.905,1,0,0
215,“I suppose it’s breeding.” “You sound as though you liked her pretty well.” “I do.,0.7184,0.7184,0.316,0.0,0.684,1,0,0
216,"I shouldn’t wonder if I were in love with her.” “She’s a drunk,” I said.",0.6369,0.6369,0.296,0.0,0.704,1,0,0
217,"“She’s in love with Mike Campbell, and she’s going to marry him.",0.6369,0.6369,0.276,0.0,0.724,1,0,0
218,Her own true love had just kicked off with the dysentery.” “You talk sort of bitter.” “Sorry.,0.7906,0.7906,0.318,0.0,0.682,1,0,0
219,We’re just starting lunch.” Cohn smiled again and sat down.,0.5423,0.5423,0.28,0.0,0.72,1,0,0
220,He seemed glad to sit down.,0.4588,0.4588,0.375,0.0,0.625,1,0,0
221,"“You’re really about the best friend I have, Jake.” God help you, I thought.",0.9093,0.9093,0.609,0.0,0.391,1,0,0
222,It’s fine.,0.2023,0.2023,0.643,0.0,0.357,1,0,0
223,They were not very good letters but I hoped their being on Crillon stationery would help them.,0.7301,0.7301,0.319,0.083,0.597,1,0,0
224,The river looked nice.,0.4215,0.4215,0.483,0.0,0.517,1,0,0
225,It was always pleasant crossing bridges in Paris.,0.5106,0.5106,0.32,0.0,0.68,1,0,0
226,"The taxi rounded the statue of the inventor of the semaphore engaged in doing same, and turned up the Boulevard Raspail, and I sat back to let that part of the ride pass.",0.4019,0.4019,0.08,0.0,0.92,1,0,0
227,I wondered where Cohn got that incapacity to enjoy Paris.,0.4939,0.4939,0.286,0.0,0.714,1,0,0
228,"“Do you want to know something, Jake?” “Yes.” “I haven’t had anything to eat for five days.” I figured rapidly back in my mind.",0.0772,0.0772,0.056,0.0,0.944,1,0,0
